x,y
0.25,0.0
0.4494949494949495,0.008543492427589058
0.648989898989899,0.021786507286434532
0.8484848484848485,0.03959156399175554
1.047979797979798,0.0622143413187744
1.2474747474747474,0.0897505608559697
1.446969696969697,0.1221296015728368
1.6464646464646466,0.15894609775285748
1.845959595959596,0.1999298219887089
2.0454545454545454,0.2464492801243988
2.244949494949495,0.29749734296185937
2.4444444444444446,0.3537512329180841
2.643939393939394,0.4154155983967241
2.8434343434343434,0.48208444665352573
3.0429292929292933,0.5547384374356232
3.2424242424242427,0.6331294396129161
3.441919191919192,0.7148541018383564
3.6414141414141414,0.8017208709819662
3.840909090909091,0.893427452807728
4.040404040404041,0.9892436631666812
4.23989898989899,1.0890842381951582
4.4393939393939394,1.1925423173783856
4.638888888888889,1.2991211875026463
4.838383838383838,1.4078491421788595
5.037878787878788,1.5184024127189792
5.237373737373738,1.6315632253274088
5.436868686868687,1.7473205053317995
5.636363636363637,1.8645899770425358
5.8358585858585865,1.9831102020265585
6.0353535353535355,2.103173582279189
6.234848484848485,2.2248496916246525
6.434343434343434,2.3478122301969657
6.633838383838384,2.471680937213267
6.833333333333334,2.596417255270176
7.032828282828283,2.7220043295282275
7.232323232323233,2.84840986218793
7.431818181818182,2.9756649972176636
7.6313131313131315,3.1039174696228042
7.830808080808081,3.2331408480209065
8.030303030303031,3.3633835216745216
8.22979797979798,3.4947959254607843
8.429292929292929,3.627348619219429
8.628787878787879,3.761024532746263
8.828282828282829,3.895863559819215
9.027777777777779,4.031840231365343
9.227272727272728,4.168910630645772
9.426767676767676,4.306551020325427
9.626262626262626,4.4444975452317586
9.825757575757576,4.5827353129218125
10.025252525252526,4.72127385490281
10.224747474747476,4.860210004055609
10.424242424242424,4.999548966283166
10.623737373737374,5.1392776394537485
10.823232323232324,5.279405665259151
11.022727272727273,5.420056646846252
11.222222222222223,5.561238839301243
11.421717171717173,5.702937299130389
11.621212121212121,5.845137353635151
11.820707070707071,5.98780568583069
12.02020202020202,6.1309206997886205
12.21969696969697,6.2744690485091965
12.41919191919192,6.418439231263309
12.618686868686869,6.562852812842219
12.818181818181818,6.707879150002021
13.017676767676768,6.85353256210925
13.217171717171718,6.999799224914231
13.416666666666668,7.1466657539328455
13.616161616161616,7.2941200635543515
13.815656565656566,7.442155045602955
14.015151515151516,7.590759423687635
14.214646464646465,7.739922816327917
14.414141414141415,7.889632475827442
14.613636363636363,8.039877050387783
14.813131313131313,8.190528951082893
15.012626262626263,8.34146150791064
15.212121212121213,8.492667941921958
15.411616161616163,8.644140499627236
15.611111111111112,8.79587517850546
15.81060606060606,8.947866261912328
16.01010101010101,9.100147944110693
16.20959595959596,9.252733949527297
16.40909090909091,9.405619919215848
16.608585858585858,9.558798440854495
16.80808080808081,9.712263198400505
17.007575757575758,9.866008481220591
17.20707070707071,10.020154042931564
17.406565656565657,10.174922750396531
17.606060606060606,10.330310021434654
17.805555555555557,10.486306596159308
18.005050505050505,10.642903463758461
18.204545454545457,10.800091898962448
18.404040404040405,10.95786336536074
18.603535353535353,11.116212869347095
18.803030303030305,11.275143218554181
19.002525252525253,11.434647140207115
19.202020202020204,11.594716630492615
19.401515151515152,11.755343914683827
19.6010101010101,11.916521377273934
19.800505050505052,12.078241312408734
20.0,12.239070823856723
